,Planet Name,Host Name,Orbital Period,Discovery Method,Semi-Major Axis (AU),Eccentricity,Radius (R_earth),Mass or Mass * sin(i) (M_earth),Stellar Mass (M_sun)
5413,TOI-712 b,TOI-712,9.531361,Transit,0.07928,0.54,2.049,4.85,0.73
5414,TOI-712 c,TOI-712,51.69906,Transit,0.2447,0.089,2.701,7.76,0.73
5415,TOI-712 d,TOI-712,84.8396,Transit,0.3405,0.073,2.474,6.68,0.73
5451,TRAPPIST-1 b,TRAPPIST-1,1.510826,Transit,0.01154,0.00622,1.116,1.374,0.09
5452,TRAPPIST-1 c,TRAPPIST-1,2.421937,Transit,0.0158,0.00654,1.097,1.308,0.09
5453,TRAPPIST-1 d,TRAPPIST-1,4.049219,Transit,0.02227,0.00837,0.788,0.388,0.09
5454,TRAPPIST-1 e,TRAPPIST-1,6.101013,Transit,0.02925,0.0051,0.92,0.692,0.09
5455,TRAPPIST-1 f,TRAPPIST-1,9.20754,Transit,0.03849,0.01007,1.045,1.039,0.09
5456,TRAPPIST-1 g,TRAPPIST-1,12.352446,Transit,0.04683,0.00208,1.129,1.321,0.09
5457,TRAPPIST-1 h,TRAPPIST-1,18.772866,Transit,0.06189,0.00567,0.755,0.326,0.09
5467,Teegarden's Star b,Teegarden's Star,4.90634,Radial Velocity,0.0259,0.03,1.05,1.16,0.1
5468,Teegarden's Star c,Teegarden's Star,11.416,Radial Velocity,0.0455,0.04,1.02,1.05,0.1
5469,Teegarden's Star d,Teegarden's Star,26.13,Radial Velocity,0.0791,0.07,0.954,0.82,0.1
5484,V1298 Tau b,V1298 Tau,24.1396,Transit,0.1688,0.29,10.27,203.41018,1.1
5485,V1298 Tau c,V1298 Tau,8.24958,Transit,0.0825,0.43,5.59,76.27882,1.1
5486,V1298 Tau d,V1298 Tau,12.4032,Transit,0.1083,0.21,6.41,98.52681,1.1
5487,V1298 Tau e,V1298 Tau,53.5,Transit,0.2409,0.1,9.976,321.00669,1.26
5606,WASP-47 b,WASP-47,4.159151,Transit,0.052,0.0006,12.86,374.0,1.06
5607,WASP-47 c,WASP-47,589.57,Radial Velocity,1.393,0.264,,447.0,1.06
5608,WASP-47 d,WASP-47,9.030501,Transit,0.085,0.001,3.65,15.5,1.06
5609,WASP-47 e,WASP-47,0.78961,Transit,0.01673,0.0,1.83,9.0,1.06
5676,Wolf 1061 b,Wolf 1061,4.8869,Radial Velocity,0.0375,0.15,1.21,1.91,0.29
5677,Wolf 1061 c,Wolf 1061,17.8719,Radial Velocity,0.089,0.11,1.66,3.41,0.29
5678,Wolf 1061 d,Wolf 1061,217.21,Radial Velocity,0.47,0.55,2.69,7.7,0.29
5692,YZ Cet b,YZ Cet,2.02087,Radial Velocity,0.01634,0.06,0.913,0.7,0.14
5693,YZ Cet c,YZ Cet,3.05989,Radial Velocity,0.02156,0.0,1.05,1.14,0.14
5694,YZ Cet d,YZ Cet,4.65626,Radial Velocity,0.02851,0.07,1.03,1.09,0.14
5723,pi Men c,HD 39091,6.26791,Transit,0.069,0.077,2.06,3.63,1.1
5724,pi Men d,HD 39091,124.64,Radial Velocity,,0.22,3.72,13.38,1.07
5726,rho CrB b,rho CrB,39.8438,Radial Velocity,0.2245,0.038,13.7,347.38645,0.95
5727,rho CrB c,rho CrB,102.19,Radial Velocity,0.4206,0.096,5.78,28.2,0.95
5728,rho CrB d,rho CrB,282.2,Radial Velocity,0.827,0.0,4.94,21.6,0.95
5729,rho CrB e,rho CrB,12.949,Radial Velocity,0.1061,0.126,1.77,3.79,0.95
5731,tau Cet e,tau Cet,162.87,Radial Velocity,0.538,0.18,1.81,3.93,0.78
5732,tau Cet f,tau Cet,636.13,Radial Velocity,1.334,0.16,1.81,3.93,0.78
5733,tau Cet g,tau Cet,20.0,Radial Velocity,0.133,0.06,1.18,1.75,0.78
5734,tau Cet h,tau Cet,49.41,Radial Velocity,0.243,0.23,1.19,1.83,0.78
5736,ups And b,ups And,4.617033,Radial Velocity,0.059222,0.0215,14.0,218.531,1.3
5737,ups And c,ups And,241.258,Radial Velocity,0.827774,0.2596,12.3,4443.24113,1.3
5738,ups And d,ups And,1276.46,Radial Velocity,2.51329,0.2987,12.5,3257.74117,1.3
